age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.5378931239677203,3,-0.3507961315768362,12,1.5237613144717725,0,3,4,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.3407669542851171,6,-0.7213697326745817,8,0.35707348927349386,2,2,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.620600238878062,3,0.8368571742394674,8,0.35707348927349386,4,9,1,4,1,-0.14595940253779563,-0.21671876490073566,0.207540993338987,38,0
-1.0294674243896877,3,-2.539631487988086,15,-0.031822452459265745,2,3,5,3,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.9256486071193286,3,0.5529140416129562,11,-0.42071839419202534,4,7,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.8451100698515471,38,0
0.7222923407945685,3,-1.7884523282746938,14,1.9126572562045323,2,9,5,4,0,-0.14595940253779563,4.502248137106506,1.5840846913573778,15,1
0.8955087793854799,0,0.7162658532317895,9,1.134865372739013,0,3,1,4,1,-0.14595940253779563,-0.21671876490073566,1.179218897822557,38,1
0.7222923407945685,4,-0.5978888444887415,11,-0.42071839419202534,0,3,1,4,1,-0.14595940253779563,-0.21671876490073566,1.5840846913573778,38,0
0.662138620207447,3,0.4793454410904071,4,-2.754094044588583,2,6,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,25,0
-0.09967178110023323,3,-1.6559773766916324,8,0.35707348927349386,2,7,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,32,0
0.3407669542851171,3,-0.13172338855375818,11,-0.42071839419202534,2,0,0,4,1,-0.14595940253779563,-0.21671876490073566,0.6124067868738078,38,0
-0.5269132819742625,3,0.25556179977753174,11,-0.42071839419202534,2,6,0,4,1,0.5326591230656208,-0.21671876490073566,-0.03537848278190546,38,0
-0.5269132819742625,3,-1.569896357380142,9,1.134865372739013,2,11,0,4,1,0.17988037227318052,-0.21671876490073566,-0.03537848278190546,38,0
-0.348280356089299,3,0.9629490891832164,5,-2.3651981028558233,3,9,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.4079982018796637,3,-0.5026419724635685,10,2.3015531979372916,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,0.36948731075291535,38,1
-0.620600238878062,3,-0.6602208090557058,15,-0.031822452459265745,0,12,1,4,1,-0.14595940253779563,-0.21671876490073566,1.4221383739434494,38,0
-0.021387536387255542,3,-0.046224472512253145,11,-0.42071839419202534,2,2,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.7174636232262239,3,0.21310648086603814,15,-0.031822452459265745,0,0,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.0588215817455502,3,0.09331792884544272,11,-0.42071839419202534,2,0,5,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
0.838928788084692,4,0.28507580065765104,15,-0.031822452459265745,2,3,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,1
-1.0294674243896877,3,0.35782760842087064,15,-0.031822452459265745,4,9,3,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.7790936017238455,3,-0.7228373143282042,15,-0.031822452459265745,4,9,3,4,1,-0.14595940253779563,-0.21671876490073566,-0.6831637524376187,38,0
-0.436201022051215,3,1.0471841564692843,9,1.134865372739013,5,11,3,2,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.620600238878062,5,0.021241727499257273,9,1.134865372739013,2,11,0,4,1,-0.14595940253779563,-0.21671876490073566,2.3938162784270194,38,1
-1.2581651439460155,3,0.44241660594153054,15,-0.031822452459265745,4,6,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
2.1818213677573213,3,-0.3960294821228982,15,-0.031822452459265745,2,9,2,4,1,-0.14595940253779563,-0.21671876490073566,-1.6548416569211888,38,0
-0.8177264085606664,3,0.4591292399673094,11,-0.42071839419202534,4,7,3,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,25,0
0.27191552167866906,3,-2.542630961987611,7,0.7459694310062535,2,0,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.9256486071193286,3,1.0454440541308097,1,-1.1985102776575445,4,7,3,4,0,-0.14595940253779563,-0.21671876490073566,-1.4928953395072604,38,0
-0.436201022051215,1,-0.38106386402072884,5,-2.3651981028558233,2,4,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.9256486071193286,3,1.6270397211760856,11,-0.42071839419202534,4,11,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.8451100698515471,38,0
1.0054144904842413,3,0.8660761389222206,9,1.134865372739013,2,7,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,4,0
0.662138620207447,3,-1.7951038824712335,11,-0.42071839419202534,2,7,5,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.5378931239677203,3,1.2104391704289654,11,-0.42071839419202534,0,2,1,4,0,1.7958128159452296,-0.21671876490073566,-0.03537848278190546,38,1
1.0588215817455502,3,1.2226760956100597,11,-0.42071839419202534,0,11,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.44024427631672625,38,0
0.838928788084692,1,0.8178666582700512,11,-0.42071839419202534,2,10,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
-0.5269132819742625,3,-1.7137980300079994,6,-1.9763021611230638,4,11,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.4736837658055014,0,1.4939654186204852,10,2.3015531979372916,4,9,1,4,0,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,1
1.2629938615143588,3,0.7060992605672507,8,0.35707348927349386,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.7174636232262239,3,0.44903181332715714,15,-0.031822452459265745,0,6,4,2,0,-0.14595940253779563,-0.21671876490073566,-1.2499758633863678,38,0
-0.5269132819742625,3,-0.48755611538136545,11,-0.42071839419202534,2,11,5,1,0,-0.14595940253779563,3.685980991596316,-0.44024427631672625,38,0
-0.620600238878062,1,-0.5169396705544381,15,-0.031822452459265745,4,5,1,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
0.7812056896704662,5,0.2817304445070675,10,2.3015531979372916,2,9,0,4,1,-0.14595940253779563,4.502248137106506,1.5840846913573778,38,1
0.05480887762125529,3,0.37356680643190304,15,-0.031822452459265745,2,11,0,4,1,-0.14595940253779563,-0.21671876490073566,0.6124067868738078,38,1
-0.348280356089299,0,0.7024924389077537,11,-0.42071839419202534,4,7,3,2,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
2.0726158640366354,3,-0.40307398973195596,12,1.5237613144717725,2,3,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
0.5378931239677203,3,0.3387591786075963,9,1.134865372739013,2,3,0,4,1,1.887865598193449,-0.21671876490073566,1.5840846913573778,38,1
0.7222923407945685,5,-0.11307008800747671,12,1.5237613144717725,4,9,1,4,0,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
-1.639690530455467,3,0.2568590686552894,15,-0.031822452459265745,4,12,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.348280356089299,4,1.086019620017377,11,-0.42071839419202534,2,2,0,4,1,0.8947785238214834,-0.21671876490073566,-0.03537848278190546,38,1
-2.0801292658408173,3,1.020874749120105,0,-1.5874062193903042,4,9,3,4,0,4.469540025040198,-0.21671876490073566,-0.6831637524376187,38,0
-0.436201022051215,1,0.26496398390822024,11,-0.42071839419202534,4,0,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.4079982018796637,3,-0.39669056359053123,11,-0.42071839419202534,2,5,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.12902593845609459,3,-1.421726951124132,14,1.9126572562045323,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
-0.7174636232262239,3,1.3612190424072574,15,-0.031822452459265745,2,11,5,4,0,0.4041913431339148,-0.21671876490073566,-1.2499758633863678,38,0
-0.021387536387255542,3,-0.701812501558419,11,-0.42071839419202534,4,6,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.0588215817455502,3,-0.8171507754118578,6,-1.9763021611230638,2,5,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
1.2133022404670388,4,1.0115746354105215,15,-0.031822452459265745,2,11,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
0.838928788084692,1,0.3314576005166605,8,0.35707348927349386,2,2,0,2,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
0.27191552167866906,3,-0.47273250037245024,9,1.134865372739013,2,3,0,4,1,-0.14595940253779563,-0.21671876490073566,1.5840846913573778,38,0
-0.620600238878062,6,0.816417775309355,9,1.134865372739013,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,1
-1.7790936017238455,3,1.003792290244117,15,-0.031822452459265745,4,7,3,2,1,-0.14595940253779563,-0.21671876490073566,-0.44024427631672625,38,0
0.7222923407945685,3,0.9296539450967749,9,1.134865372739013,2,3,5,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
-1.639690530455467,3,-0.5711914525721756,15,-0.031822452459265745,4,0,3,4,0,-0.14595940253779563,4.048215044011172,-1.0070563872654754,38,0
-0.436201022051215,3,-0.525853703837756,7,0.7459694310062535,2,0,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
-0.09967178110023323,3,-0.33909176138622305,11,-0.42071839419202534,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.2013638830167385,3,1.3094859603406883,15,-0.031822452459265745,0,2,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.141528696655892,3,-2.0728681526121155,11,-0.42071839419202534,4,7,1,4,0,-0.14595940253779563,4.154900415612809,-0.03537848278190546,38,0
0.12902593845609459,5,-0.4445427472328304,11,-0.42071839419202534,2,2,0,4,1,0.44778104296321863,-0.21671876490073566,-0.44024427631672625,38,0
0.05480887762125529,3,0.7326737330589097,9,1.134865372739013,2,11,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
0.662138620207447,3,-0.14443740721976095,7,0.7459694310062535,0,12,1,2,0,-0.14595940253779563,-0.21671876490073566,-0.3592711176097621,38,0
0.12902593845609459,0,-0.38098831952073314,12,1.5237613144717725,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,19,1
0.4736837658055014,5,-1.6400759538148186,11,-0.42071839419202534,2,2,0,4,1,-0.14595940253779563,-0.21671876490073566,1.5840846913573778,38,0
-0.8177264085606664,3,0.029319956041771643,8,0.35707348927349386,2,0,5,4,0,-0.14595940253779563,-0.21671876490073566,-0.44024427631672625,38,0
-1.639690530455467,3,-2.4426866968666388,15,-0.031822452459265745,4,11,3,4,1,-0.14595940253779563,-0.21671876490073566,-1.6548416569211888,38,0
0.838928788084692,3,-1.061760223017155,15,-0.031822452459265745,2,2,0,1,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
1.4535442027663215,4,-1.3907212670213478,11,-0.42071839419202534,2,2,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.8177264085606664,3,0.593101976173968,15,-0.031822452459265745,4,11,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.7790936017238455,3,1.0820615133352876,15,-0.031822452459265745,4,7,3,4,1,-0.14595940253779563,-0.21671876490073566,-0.8451100698515471,25,0
0.600691172547317,3,0.32512268632243546,8,0.35707348927349386,4,9,1,4,0,-0.14595940253779563,3.663651495214578,-0.03537848278190546,38,1
1.840824266330759,3,-0.6635576409580324,15,-0.031822452459265745,4,12,2,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.436201022051215,3,0.23578659678778618,11,-0.42071839419202534,4,13,4,2,0,-0.14595940253779563,-0.21671876490073566,-0.8451100698515471,38,0
-1.379766312193267,3,0.14410123156894278,15,-0.031822452459265745,2,7,0,4,1,-0.14595940253779563,-0.21671876490073566,-1.330949022093332,38,0
1.5885549654188484,3,0.19619809812164418,1,-1.1985102776575445,2,2,0,4,1,-0.14595940253779563,5.189500414633324,-0.03537848278190546,38,0
0.4736837658055014,3,0.1376509355308968,15,-0.031822452459265745,0,9,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.7222923407945685,1,0.23744966595862305,15,-0.031822452459265745,0,0,4,4,0,-0.14595940253779563,-0.21671876490073566,-0.1973248001958338,25,0
-0.18016150349271293,3,0.33796732954420544,11,-0.42071839419202534,4,0,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.26298458346030235,3,0.028114246936468728,9,1.134865372739013,4,3,2,1,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,29,0
1.0054144904842413,3,0.7245505779913428,11,-0.42071839419202534,0,9,1,4,1,-0.14595940253779563,-0.21671876490073566,0.36948731075291535,38,1
-1.2581651439460155,3,0.4637253540613485,9,1.134865372739013,4,5,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.620600238878062,3,0.28386764963695693,11,-0.42071839419202534,0,2,1,4,1,-0.14595940253779563,-0.21671876490073566,1.5840846913573778,38,0
0.4079982018796637,3,0.5633588553749838,9,1.134865372739013,5,7,2,2,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
1.7591845353931004,3,-2.26755500382505,3,-3.1429899863213424,0,9,1,4,0,-0.14595940253779563,-0.21671876490073566,-1.6548416569211888,38,0
-1.0294674243896877,3,0.7236036102502487,11,-0.42071839419202534,4,7,4,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.5378931239677203,4,-1.132947565925672,12,1.5237613144717725,0,3,4,1,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.7174636232262239,3,-0.9417391365258061,11,-0.42071839419202534,4,3,1,1,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,8,0
0.600691172547317,5,0.3609769324620811,12,1.5237613144717725,2,11,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
-0.021387536387255542,3,0.40818552738437003,15,-0.031822452459265745,0,7,4,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,25,0
0.2013638830167385,0,0.6114069751838526,7,0.7459694310062535,4,3,1,4,1,-0.14595940253779563,-0.21671876490073566,0.12656783463202287,38,0
0.662138620207447,6,-0.7054543955177711,12,1.5237613144717725,6,10,4,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.9256486071193286,3,-2.89293680395897,1,-1.1985102776575445,4,5,3,4,1,-0.14595940253779563,-0.21671876490073566,-1.9787342917490454,38,0
1.6751432945919091,1,-1.699505444212874,8,0.35707348927349386,6,9,1,4,0,-0.14595940253779563,-0.21671876490073566,-1.6548416569211888,38,0
-0.8177264085606664,3,-0.3933752198583795,11,-0.42071839419202534,4,7,1,4,1,-0.14595940253779563,4.695770439081567,-0.03537848278190546,38,0
-0.7174636232262239,6,0.1436581605673799,11,-0.42071839419202534,2,10,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.9509900603508963,3,-0.8102861634802112,15,-0.031822452459265745,2,11,0,4,1,-0.14595940253779563,4.688327273620987,-0.03537848278190546,38,1
-0.8177264085606664,3,1.558852520787953,9,1.134865372739013,4,2,1,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
-0.7174636232262239,6,-0.10767768806922179,9,1.134865372739013,2,9,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
-0.8177264085606664,3,0.7302517731051366,11,-0.42071839419202534,3,11,4,4,0,-0.14595940253779563,-0.21671876490073566,-1.2499758633863678,38,0
-1.5067737189350814,3,1.062364603603565,11,-0.42071839419202534,4,2,3,2,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.18016150349271293,3,1.7529741283447489,11,-0.42071839419202534,4,5,1,2,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-1.9256486071193286,3,0.21962830594623364,11,-0.42071839419202534,4,7,3,4,1,-0.14595940253779563,-0.21671876490073566,-2.302626926576902,38,0
0.5378931239677203,1,0.197177657655236,15,-0.031822452459265745,2,3,0,2,1,-0.14595940253779563,-0.21671876490073566,-0.1973248001958338,38,1
-0.5269132819742625,3,2.1811044436877234,15,-0.031822452459265745,4,2,1,2,1,-0.14595940253779563,-0.21671876490073566,0.36948731075291535,38,0
0.05480887762125529,0,-2.706327301010587,15,-0.031822452459265745,2,0,0,4,1,-0.14595940253779563,-0.21671876490073566,0.12656783463202287,38,1
0.3407669542851171,5,-0.17804328112280104,9,1.134865372739013,0,3,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.0588215817455502,3,-0.2695203600853449,9,1.134865372739013,0,9,1,4,0,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,0
0.12902593845609459,3,-0.049438861566700104,15,-0.031822452459265745,0,6,1,2,0,-0.14595940253779563,-0.21671876490073566,-1.0070563872654754,38,0
-1.141528696655892,3,-0.005665559975247436,15,-0.031822452459265745,2,6,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.7222923407945685,3,-0.445145708674089,15,-0.031822452459265745,2,12,0,4,1,-0.14595940253779563,-0.21671876490073566,0.36948731075291535,38,0
-1.2581651439460155,3,0.3315861295055101,4,-2.754094044588583,2,13,2,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,25,0
-0.021387536387255542,3,-0.7565412774444188,15,-0.031822452459265745,0,2,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.27191552167866906,0,-1.6435617263387983,12,1.5237613144717725,4,3,1,4,0,1.7606161639091458,-0.21671876490073566,1.179218897822557,38,1
-0.09967178110023323,3,-0.22454750569660176,12,1.5237613144717725,2,9,2,4,1,0.8419835457673576,-0.21671876490073566,-0.03537848278190546,38,1
-1.141528696655892,5,-2.5082100030441525,11,-0.42071839419202534,4,11,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
0.9509900603508963,3,0.7642979760430125,9,1.134865372739013,2,3,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,38,1
0.4079982018796637,1,0.7365051011291684,15,-0.031822452459265745,4,9,1,4,0,-0.14595940253779563,3.107895140824661,-0.03537848278190546,38,0
-1.9256486071193286,3,-0.21123394160086212,1,-1.1985102776575445,4,11,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.021387536387255542,3,-0.3458256826643185,9,1.134865372739013,2,7,0,2,1,0.8419835457673576,-0.21671876490073566,-0.3592711176097621,38,1
-0.09967178110023323,3,-2.354604522216674,11,-0.42071839419202534,0,2,1,4,1,-0.14595940253779563,-0.21671876490073566,1.5840846913573778,38,0
-2.0801292658408173,3,-1.4206593444229754,1,-1.1985102776575445,4,11,3,4,0,-0.14595940253779563,-0.21671876490073566,-2.302626926576902,38,0
0.5378931239677203,1,0.007948606478797898,11,-0.42071839419202534,2,13,0,2,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.09967178110023323,3,-0.06413428889275678,15,-0.031822452459265745,4,11,1,0,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.4070847044527266,3,-0.9891360077461033,11,-0.42071839419202534,2,2,0,1,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.1112486708734561,4,-0.3874983379018169,5,-2.3651981028558233,2,6,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,1
0.05480887762125529,3,2.1865268003898284,9,1.134865372739013,4,3,1,2,1,-0.14595940253779563,-0.21671876490073566,1.5840846913573778,38,1
0.12902593845609459,3,0.20819961770641407,9,1.134865372739013,2,11,0,4,1,-0.14595940253779563,-0.21671876490073566,0.7743531042877362,30,0
-1.0294674243896877,3,0.7376682530712029,0,-1.5874062193903042,4,2,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
-0.436201022051215,3,0.3353810686553237,15,-0.031822452459265745,2,5,0,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.5885549654188484,3,0.25142705053687775,3,-3.1429899863213424,0,9,1,4,1,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.1112486708734561,3,0.15587400665941392,11,-0.42071839419202534,2,0,0,2,1,-0.14595940253779563,-0.21671876490073566,-1.6548416569211888,38,0
1.0588215817455502,1,-0.20902960780760477,13,-3.531885928054102,4,6,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.44024427631672625,38,0
-1.9256486071193286,3,0.6632570781537944,11,-0.42071839419202534,4,11,3,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
1.6751432945919091,5,0.07303391021174274,11,-0.42071839419202534,2,4,0,4,1,0.04477937715005872,-0.21671876490073566,0.7743531042877362,38,0
1.6321771286512836,3,0.1569056949140721,11,-0.42071839419202534,0,0,1,4,0,-0.14595940253779563,-0.21671876490073566,-0.03537848278190546,38,0
